#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
       60000       5.637502e-03       3.563430e-03       4.691321e-03       6.991787e-02       1.868766e-02       3.812488e-02
       61000       1.056879e-02       2.448661e-03       6.056709e-03       1.029323e-01       1.885130e-02       4.460053e-02
       62000       1.099631e-02       2.022537e-03       6.219008e-03       8.429245e-02       1.741445e-02       3.731717e-02
       63000       8.551896e-03       1.722143e-03       4.356504e-03       6.368850e-02       1.926070e-02       3.566827e-02
       64000       1.003247e-02       1.257652e-03       5.968254e-03       6.719838e-02       1.565421e-02       3.923770e-02
       65000       7.879659e-03       7.403831e-04       3.926092e-03       7.666516e-02       1.589597e-02       3.743491e-02
       66000       9.094657e-03       1.563698e-03       4.896499e-03       8.449375e-02       1.741426e-02       3.956811e-02
       67000       1.194192e-02       1.729951e-03       5.753784e-03       1.340170e-01       1.291536e-02       4.938620e-02
       68000       2.687425e-02       3.357455e-03       1.396119e-02       8.845221e-02       1.686504e-02       4.235160e-02
       69000       1.053972e-02       1.913599e-03       5.146378e-03       1.104144e-01       1.655734e-02       4.234473e-02
       70000       8.184687e-03       1.670234e-03       5.229208e-03       7.681149e-02       2.088441e-02       3.887215e-02
       71000       1.333678e-02       3.283362e-03       7.791428e-03       6.743013e-02       1.589654e-02       3.610222e-02
       72000       4.892742e-03       2.353595e-03       3.406374e-03       7.753136e-02       1.738222e-02       3.928907e-02
       73000       2.195337e-02       1.749571e-03       1.153616e-02       1.225551e-01       1.731253e-02       4.507720e-02
       74000       1.109421e-02       1.711467e-03       5.310875e-03       8.598717e-02       1.478438e-02       3.834003e-02
       75000       1.555511e-02       7.735678e-04       7.889685e-03       1.024374e-01       1.792119e-02       4.080320e-02
       76000       3.761434e-03       1.650844e-03       2.627313e-03       7.213807e-02       2.068761e-02       3.528891e-02
       77000       3.872047e-03       1.536097e-03       2.937091e-03       5.623298e-02       1.361143e-02       3.249386e-02
       78000       1.564150e-02       5.404097e-04       7.106529e-03       1.244982e-01       1.432335e-02       4.076232e-02
       79000       9.414901e-03       2.001268e-03       5.655745e-03       6.237504e-02       1.510049e-02       3.415528e-02
       80000       1.212403e-02       8.384947e-04       6.730748e-03       7.803032e-02       2.046223e-02       4.230440e-02
       81000       1.313398e-02       7.470518e-04       6.721512e-03       8.340507e-02       1.705794e-02       4.179769e-02
       82000       1.028661e-02       6.742872e-04       5.413778e-03       6.958339e-02       1.475006e-02       3.887160e-02
       83000       9.151379e-03       1.193224e-03       4.959696e-03       6.374626e-02       1.931386e-02       3.767839e-02
       84000       1.639355e-02       2.247406e-03       8.041400e-03       8.102700e-02       1.742423e-02       3.681887e-02
       85000       7.750316e-03       1.849311e-03       3.851299e-03       1.082651e-01       2.135348e-02       4.046874e-02
       86000       1.748996e-02       1.552910e-03       7.800903e-03       1.040224e-01       2.023238e-02       4.196936e-02
       87000       1.242643e-02       2.431975e-03       6.674790e-03       9.361435e-02       1.525840e-02       3.897686e-02
       88000       5.776192e-03       1.504153e-03       3.349262e-03       7.319927e-02       1.313626e-02       3.453338e-02
       89000       1.026861e-02       2.871430e-03       6.391301e-03       6.593565e-02       1.454271e-02       3.628017e-02
       90000       1.078853e-02       5.864749e-04       5.710221e-03       5.487942e-02       1.908692e-02       3.121579e-02
       91000       1.637627e-02       4.817398e-04       8.360323e-03       9.364816e-02       2.277571e-02       4.261502e-02
       92000       8.944875e-03       1.529859e-03       4.952674e-03       9.414658e-02       1.663510e-02       3.927296e-02
       93000       1.432136e-02       2.633217e-03       8.114720e-03       6.800223e-02       1.736343e-02       3.551149e-02
       94000       4.445900e-03       8.486543e-04       2.622108e-03       1.082599e-01       1.799954e-02       4.142850e-02
       95000       1.326855e-02       2.617653e-03       7.119887e-03       6.950147e-02       1.205141e-02       3.281924e-02
       96000       1.424089e-02       9.273238e-04       7.065530e-03       8.671530e-02       1.470092e-02       3.449256e-02
       97000       1.179408e-02       3.240035e-04       6.334472e-03       9.709323e-02       2.188235e-02       4.591472e-02
       98000       9.089423e-03       1.824730e-03       4.989748e-03       9.157248e-02       1.989945e-02       3.983058e-02
       99000       9.174872e-03       1.861064e-03       4.445250e-03       1.121180e-01       1.374699e-02       4.131625e-02
      100000       1.994473e-02       1.771401e-03       1.090131e-02       9.839531e-02       1.555550e-02       4.261154e-02
      101000       1.334736e-02       7.768725e-04       7.689031e-03       7.846253e-02       2.222456e-02       4.572877e-02
      102000       1.121530e-02       2.470070e-03       6.774588e-03       7.083282e-02       1.875318e-02       3.436041e-02
      103000       1.029251e-02       1.609196e-03       4.833928e-03       6.888954e-02       1.784557e-02       3.383422e-02
      104000       1.005048e-02       1.314406e-03       5.813086e-03       7.073508e-02       1.251916e-02       3.913470e-02
      105000       7.595396e-03       4.222324e-03       5.598625e-03       9.081349e-02       1.460527e-02       3.972037e-02
      106000       1.422827e-02       1.609268e-03       7.549278e-03       9.604845e-02       2.396223e-02       5.053817e-02
      107000       1.250041e-02       5.052359e-04       6.004964e-03       6.754665e-02       1.657725e-02       3.441053e-02
      108000       6.508889e-03       1.406529e-03       3.921440e-03       7.392879e-02       1.772912e-02       3.837012e-02
      109000       8.626980e-03       1.663467e-03       4.444497e-03       5.647555e-02       1.535167e-02       3.264343e-02
      110000       9.008492e-03       1.427955e-03       5.318879e-03       7.541081e-02       1.217995e-02       3.606696e-02
      111000       5.646578e-03       2.337719e-03       3.413642e-03       1.093281e-01       1.793095e-02       3.755373e-02
      112000       1.613957e-02       2.478808e-03       7.312933e-03       8.600479e-02       1.286688e-02       4.154852e-02
      113000       6.091305e-03       1.677861e-03       3.885623e-03       6.379131e-02       1.221897e-02       3.501828e-02
      114000       9.971608e-03       1.369521e-03       5.748273e-03       5.729751e-02       1.983699e-02       3.787346e-02
