#step enthalpy vol
0 -6794.3217368408350012 1267.9585085428805087
1000 -6790.0534564771405712 1326.921047689802208
2000 -6797.1116097098838509 1285.6890433273740655
3000 -6811.4775678497253466 1291.1073097510709431
4000 -6791.9597396811141152 1280.6381153210672892
5000 -6807.2419291154646999 1340.5770512564251931
6000 -6797.7710987817381465 1219.6829734428602023
7000 -6815.8799537180111656 1358.005529783946713
8000 -6794.0851412919846553 1311.9609911004486094
9000 -6788.4036951102252715 1359.3351109086604538
10000 -6802.7779861630833693 1301.5250170363478901
11000 -6813.7032616863707517 1289.529550120288377
12000 -6790.3243336615105363 1317.0326813456267701
13000 -6798.6574849234229987 1437.2793216164959631
14000 -6801.9608087948618049 1312.5978335486925062
15000 -6785.2576041771708333 1259.3281433804463632
16000 -6795.2770677686503404 1310.9133766940358328
17000 -6799.7657276331301546 1300.4667316476854921
18000 -6804.0647496176443383 1310.0635892334969412
19000 -6789.9038126932946398 1219.8588684542385181
20000 -6787.6708420554059558 1232.8882553412593097
21000 -6786.6131487620259577 1328.383617261076779
22000 -6804.857844317015406 1305.6763532541954191
23000 -6792.7432417545114731 1309.8064306815115287
24000 -6772.7811851662163463 1257.965197546878926
25000 -6801.2394782614637734 1336.7759930943132076
26000 -6801.9157996351323163 1249.5116107657970588
27000 -6790.4808756364582223 1271.1440118100204018
28000 -6804.4409082263364326 1293.5335231937026492
29000 -6802.3686009017228571 1263.5681727543510533
30000 -6804.4852724721740742 1272.3553688453412178
31000 -6778.7777597606645941 1248.7447236420528043
32000 -6791.3102660600461604 1265.0263933179523974
33000 -6787.1513630618655952 1250.7152629968290967
34000 -6823.713197697704345 1335.9140265062917479
35000 -6795.5735216034627229 1321.5515083025495642
36000 -6802.112723415389155 1328.3699403656844424
37000 -6812.5107902197669318 1311.1737846579635516
38000 -6801.9928446189587703 1299.7390885542586147
39000 -6811.3713165454264526 1316.5250818191211692
40000 -6812.3606957320289439 1310.1165967089098103
41000 -6792.3797745793553986 1256.9045490640658045
42000 -6816.2665584891738035 1299.0463118321958973
43000 -6798.8582909458091308 1251.2807648165733099
44000 -6803.3721800547582461 1356.3608587721248568
45000 -6807.150877011886223 1344.3749793165532083
46000 -6793.6424703883494658 1285.0287771849059482
47000 -6803.8617200844619219 1327.4021531530588618
48000 -6799.4712842944418298 1425.172823647917312
49000 -6803.4675600981627213 1283.0768135527841878
50000 -6799.0960205681112711 1320.3826698158748059
51000 -6813.6430960813868296 1241.3245179758373524
52000 -6797.674649031950139 1237.0603184457022508
53000 -6794.1129315780490288 1237.9464241971654701
54000 -6792.350456907397529 1238.7865456404665565
55000 -6792.1862213813392373 1273.4234128408677407
56000 -6789.1759419126246939 1249.3925510451031187
57000 -6805.4031712954274553 1286.8356914030953249
58000 -6808.0991704828529691 1309.2294054509818579
59000 -6814.8377983903828863 1367.2135256361348183
60000 -6801.3756842475740996 1298.8548605528560529
61000 -6785.1895953579751222 1233.0096679917498932
62000 -6799.3145494085483733 1305.4091890411211807
63000 -6800.3237076542636714 1290.4830162318464772
64000 -6798.1131573413413207 1271.4569871825158316
65000 -6797.264628857336902 1260.4379351229881649
66000 -6803.4900710028432513 1304.9309238245155029
67000 -6798.4220560536314224 1280.1977957948784024
68000 -6787.7231359730703844 1240.7770802636759981
69000 -6777.8392154977491373 1257.7987507915370315
70000 -6795.9051831931601555 1234.2743849436492383
71000 -6797.94043532705291 1272.2775483352879746
72000 -6787.9209066388530118 1325.7641396989192799
73000 -6802.848445876597907 1279.2419884562234529
74000 -6806.4197250546294526 1295.1068532122312718
75000 -6790.2321677974414342 1259.4147017543209586
76000 -6805.166100033067778 1237.7555519041113712
77000 -6798.4008507182325047 1242.5347353301503972
78000 -6810.3466089834755621 1427.3960043712702372
79000 -6791.1658988236276855 1356.1457381451627953
80000 -6789.0478060320247096 1269.409063868672547
81000 -6801.1014248984629376 1295.5509260452515718
82000 -6825.8365164124970761 1406.6444176624102056
83000 -6788.2463269062263862 1277.8848549520287179
84000 -6787.7520807436012547 1296.7133614194958682
85000 -6808.0751979897586352 1325.0748814263513395
86000 -6789.810923637810447 1270.9066191193560371
87000 -6803.8182570352919356 1260.9453274976308421
88000 -6810.6698451454640235 1327.9337133809017359
89000 -6787.7287266505400112 1255.0921713555533188
90000 -6795.2038860763113917 1243.7101502505590815
91000 -6801.6396873897119804 1231.0300143925439897
92000 -6792.3499402025181553 1249.3752538861022003
93000 -6802.6911203780191499 1316.9963868695917881
94000 -6797.1092440626889584 1325.7232709991938009
95000 -6802.6292636019434212 1248.8276405246726881
96000 -6814.1915342081665585 1311.4665307884158665
97000 -6794.2205317629359342 1313.4581883149960504
98000 -6798.6409073358890964 1334.99481562554638
99000 -6802.1408622540830038 1287.1342190719835799
100000 -6793.0411412406183445 1526.7245431628302867
