#step enthalpy vol
0 -6834.2530854794413244 1228.9254351520762611
10 -6832.8502276287072164 1228.6065328099446106
20 -6823.1445557935494435 1227.7375268596067599
30 -6806.1986371620496357 1226.6705368470879876
40 -6793.7678083328082721 1225.9961307779142317
50 -6793.8314067339269968 1226.1586968670608258
60 -6791.0293557097793382 1227.2335088986899336
70 -6785.2712978629942882 1229.334279046890515
80 -6783.8423252442089506 1232.6763942069219411
90 -6787.974571017622111 1237.3165590251542199
100 -6787.8465070589745665 1243.1689613056639701
110 -6786.4352257720884154 1250.2251329112343683
120 -6784.2818626329235485 1258.5661428044104468
130 -6785.8100194661847127 1268.2999148730871184
140 -6790.8986269128172353 1279.3746512129816892
150 -6787.6200731818098575 1291.653511876586208
160 -6784.3278863291361631 1305.2158492581120299
170 -6789.074291498644925 1320.1652748104261264
180 -6791.0144479074024275 1336.3981008042819667
190 -6794.356150307592543 1353.7904084529077409
200 -6795.8888717334921239 1372.2030155740530972
210 -6795.5852295361801225 1391.4959669986194513
220 -6792.4535961826377388 1411.6106828700799269
230 -6794.1216802479757462 1432.5668145827285116
240 -6809.2778354127867715 1454.1592773781658252
250 -6827.4507947865531605 1475.6601428151075197
260 -6835.8107671430861956 1496.2250232279532156
270 -6840.6627497727440641 1515.3377476879370533
280 -6847.0545586902126161 1532.6911809142375205
290 -6849.8736039511732088 1548.0228015615928143
300 -6851.1894112867157673 1561.1998872327810659
310 -6852.7451945891889409 1572.2164921637172483
320 -6846.7221842638282396 1581.1616179814639054
330 -6843.1074840300443611 1588.2800932085631302
340 -6831.5791008603737282 1593.9366727469666785
350 -6829.2041114998964986 1598.7774784108919448
360 -6839.5860799873407814 1602.9658148794160297
370 -6847.8206150464402526 1606.0675858210433944
380 -6847.2002469581248079 1607.8089570610534338
390 -6839.740632449417717 1608.3056328863801809
400 -6826.363486746826311 1607.9541116243560737
410 -6809.8064988194601028 1607.4455108160304917
420 -6804.0767019757204253 1607.5161758437734534
430 -6816.6340565809960026 1608.3581784011555555
440 -6826.3959366106155358 1609.3861973011280497
450 -6829.8913543166954696 1610.149839918224643
460 -6833.3353928468732192 1610.4704634940089818
470 -6822.6426078983531625 1610.3184314450084003
480 -6808.6345574786664656 1610.1747763157259214
490 -6808.5702461862319979 1610.6177153487330997
500 -6818.6118004977506644 1611.6931877002930378
510 -6826.8538118900232803 1612.9469156022089464
520 -6826.8576382799483326 1614.0281700591581284
530 -6825.8208121127036065 1614.8589237933631466
540 -6819.8755054371613369 1615.4666737995282801
550 -6809.3623422723185286 1616.1801842192044205
560 -6795.0931370438684098 1617.5235343303957052
570 -6770.6280550809560737 1620.2795099153172487
580 -6769.4709627701404315 1625.5021805527308061
590 -6796.1741704336227485 1633.2495265405834743
600 -6831.663430163494013 1642.2425988549746307
610 -6852.9932262271358923 1650.8009047348791682
620 -6849.9025836075707048 1657.9535645560447392
630 -6848.6021143135058082 1663.7141202191155571
640 -6844.0606720245796168 1668.1902270536327251
650 -6820.8509662654278145 1671.7847078348311243
660 -6815.6082719167043251 1675.5302690262078613
670 -6833.6466560026383377 1679.693000731351276
680 -6855.0733293855873853 1683.4194731075560867
690 -6865.493591712687703 1685.6732836049832258
700 -6863.5350519874873498 1685.9874020233935425
710 -6852.6259782828292373 1684.4935914032678284
720 -6834.4133432270155026 1681.8403659701955348
730 -6827.7806831986090401 1678.9422896607543407
740 -6831.9096675829750893 1676.2014071218579829
750 -6838.4849516362710347 1673.4627863243176762
760 -6841.0246996216301341 1670.4166654640805518
770 -6827.8485778777767337 1667.0629583554693909
780 -6813.2405729585889276 1663.9839711763913783
790 -6803.8825868955727856 1661.8750331729090703
800 -6806.7259407784222276 1661.1810010217429863
810 -6813.3943518507230692 1661.8135873940973397
820 -6819.3639800775990807 1663.4989014845830297
830 -6830.0090324016191516 1665.8895314848261933
840 -6830.7039321873398876 1668.4880658053368734
850 -6823.3689564062688078 1671.2684547523469973
860 -6820.8931161209102356 1674.5580636451315968
870 -6832.800294924555601 1678.4281384922423968
880 -6847.6034750391027046 1682.3470874042150172
890 -6846.8620257348902669 1685.6586576046181563
900 -6833.4531258504312063 1688.364036279863285
910 -6827.6629667025636081 1691.0325098749640347
920 -6836.5682120963301713 1693.962015617315501
930 -6842.9292554676439977 1696.7118735854958231
940 -6826.9669480313177701 1699.0587763531812016
950 -6817.9315641317061818 1701.7198746748224494
960 -6818.4458749085497402 1705.2092656542058648
970 -6833.7912763755575725 1709.4562941486806267
980 -6853.0154359520993239 1713.6713134756953423
990 -6860.3977642360696336 1716.8969043608565244
1000 -6862.0247666677660163 1718.732365584470017
