#step enthalpy vol
0 -6813.8322065095799189 1282.0713878786950772
10 -6818.2108346298336983 1281.9535025257553116
20 -6820.2216532800921414 1281.4902538106646261
30 -6819.5263250438247269 1280.5851304920922757
40 -6819.8967051849458585 1279.2425098851722396
50 -6818.9545402084968373 1277.4697402258134389
60 -6813.224241979271028 1275.3501579374647008
70 -6811.1543695189147911 1273.0812773148068118
80 -6814.6485107645939934 1270.7533353853918925
90 -6818.9543166743187612 1268.2455027822429656
100 -6817.0867976073150203 1265.4442205564637334
110 -6815.6807476609728838 1262.3814681250923968
120 -6816.2340242525806389 1259.1137666864535731
130 -6816.6085897460479828 1255.6464212656032942
140 -6814.5960968349181712 1251.9729563517430506
150 -6810.7373480903506788 1248.1863021447802566
160 -6812.8453271102462168 1244.368136977530412
170 -6818.4941384057501637 1240.4419262397923376
180 -6819.8773187956467154 1236.2687498655848231
190 -6815.9361838261947923 1231.7917825617234939
200 -6804.9029808113564286 1227.1865947562348538
210 -6795.7018322512230952 1222.8163270729266969
220 -6788.8136141600361952 1219.0134868773664039
230 -6784.7403278879419304 1215.9970919393795157
240 -6782.5439473478190848 1213.8918354602435556
250 -6777.6997502707990861 1212.8014639310990788
260 -6777.3377723541525484 1212.8823676173683452
270 -6784.0343073674621337 1214.1019958738652349
280 -6781.9114059516296038 1216.2713424652708909
290 -6780.5119359023974539 1219.4483536880948122
300 -6779.4231969222601037 1223.6947217561580601
310 -6780.7710973843259126 1229.0577967921458367
320 -6784.7125716339560313 1235.524637204817509
330 -6792.5618451516793357 1242.8968790751684992
340 -6801.5928776541013576 1250.9146525307767206
350 -6806.7672796824517718 1259.2982551489355956
360 -6806.5374380851608294 1267.8555286588266426
370 -6810.1946590551488043 1276.5277490620801473
380 -6818.5856978063538918 1285.1814443812324953
390 -6822.0666827315408227 1293.5259623206661672
400 -6822.5628732610593943 1301.360917289955978
410 -6818.4423637852387401 1308.6495577273833533
420 -6814.1119360227548896 1315.5087779645605224
430 -6812.2191487751661043 1322.0670737230741452
440 -6813.5475072767158053 1328.3474900300316222
450 -6813.1408213926715689 1334.3277136622405123
460 -6810.6107338094725492 1340.0429653656433402
470 -6806.2065636825700494 1345.6290589295297195
480 -6804.9972813587328346 1351.2218252080551792
490 -6806.0378170717985995 1356.8204777378439303
500 -6801.935841758128845 1362.4212098454768238
510 -6802.4264957168797991 1368.1521242957285267
520 -6805.1638005593067646 1374.0043833452705258
530 -6805.2389888964717102 1379.8295720416303993
540 -6804.8702393519806719 1385.5650752449228094
550 -6802.6244001058539652 1391.2515641090583358
560 -6802.253979492092185 1396.9539282879372877
570 -6800.2797219899848642 1402.7029056780620522
580 -6799.8183914920573443 1408.5460099781098506
590 -6797.9937482187378919 1414.5254112695490676
600 -6799.7121946094230225 1420.6947333842504122
610 -6806.9209478636821586 1427.000876102769098
620 -6814.5320150782426936 1433.1806127320592168
630 -6817.9798629033666657 1438.8973251184715991
640 -6817.3683035791327711 1443.9932475728173813
650 -6812.4550606981356395 1448.5320576788869857
660 -6808.652979929303001 1452.7088747906179833
670 -6809.7209741333326747 1456.6561227281401898
680 -6808.9612620421003157 1460.3470556217134799
690 -6809.3905481301562759 1463.8059051269697193
700 -6811.2531710768116682 1467.0607454922781017
710 -6815.0823454792443954 1470.0321037423559574
720 -6816.8697857307242884 1472.5746333571689775
730 -6814.8028258706490305 1474.6377586042278836
740 -6811.2941631956946367 1476.3377054749785202
750 -6809.9886616320663961 1477.8342011943996113
760 -6813.1199125183611613 1479.1746825518991955
770 -6814.1157730597042246 1480.2916323104268486
780 -6811.7896821152990015 1481.1152498428482431
790 -6809.7102066674924572 1481.6949724570558828
800 -6810.2650159519698718 1482.1375220641450596
810 -6815.4268124998852727 1482.4294653861691131
820 -6819.7278623105712541 1482.3959128732299177
830 -6820.1712372597885405 1481.8413685414375323
840 -6818.8149359324834222 1480.7266295839469876
850 -6818.7551351746969885 1479.1110927708893996
860 -6817.2733102123711433 1477.0118789110422313
870 -6819.6108630682492731 1474.4638775563385025
880 -6825.1484940705504414 1471.3956800798171116
890 -6823.8537750303621578 1467.6362274137338773
900 -6818.449040080397026 1463.2224033396403229
910 -6814.5814684748047512 1458.3559316888486137
920 -6808.2785378499474973 1453.2529211245064289
930 -6807.1225203053927544 1448.1221452285969917
940 -6806.5498435546496694 1443.0299353715181496
950 -6800.7773258694805918 1438.0397387520713437
960 -6792.5323606977226518 1433.3997984257512144
970 -6789.9790133209025953 1429.4240067970104064
980 -6795.3288040608058509 1426.1870839184246051
990 -6800.3611522031669665 1423.4708722444638624
1000 -6804.0815923576365094 1421.0566167909626074
