#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  44000      7.05e-01    2.32e+00      7.79e-02    2.82e-02      4.41e-02    2.77e-01    1.4e-04
  46000      6.46e-01    5.53e-01      6.68e-02    6.72e-02      4.92e-02    2.35e-02    1.2e-04
  48000      5.70e-01    4.19e-01      6.15e-02    5.05e-02      4.19e-02    1.98e-02    1.1e-04
  50000      6.84e-01    1.98e+00      6.97e-02    1.11e-02      5.95e-02    2.85e-01    9.5e-05
  52000      4.03e-01    2.28e+00      3.23e-02    5.78e-02      4.78e-02    3.42e-01    8.4e-05
  54000      5.21e-01    1.92e+00      5.83e-02    4.45e-02      4.03e-02    3.06e-01    7.4e-05
  56000      4.86e-01    1.97e+00      4.86e-02    2.92e-03      5.16e-02    3.39e-01    6.6e-05
  58000      3.84e-01    1.57e+00      3.56e-02    1.32e-02      4.80e-02    2.86e-01    5.8e-05
  60000      3.34e-01    1.66e+00      5.39e-03    5.20e-02      6.41e-02    3.12e-01    5.1e-05
  62000      3.46e-01    1.33e+00      2.09e-02    4.61e-03      6.25e-02    2.73e-01    4.5e-05
  64000      2.94e-01    1.44e+00      2.19e-02    5.36e-02      5.16e-02    3.00e-01    4.0e-05
  66000      2.89e-01    8.49e-01      1.71e-02    3.40e-02      5.88e-02    1.86e-01    3.6e-05
  68000      2.88e-01    4.36e-01      2.20e-02    2.28e-02      5.61e-02    9.70e-02    3.2e-05
  70000      2.02e-01    1.23e+00      1.08e-02    1.72e-02      4.72e-02    3.16e-01    2.8e-05
  72000      1.86e-01    1.05e+00      9.41e-04    1.28e-02      5.09e-02    2.87e-01    2.5e-05
  74000      2.16e-01    9.89e-01      1.86e-02    3.47e-02      4.55e-02    2.75e-01    2.2e-05
  76000      1.71e-01    1.08e+00      1.10e-02    3.02e-02      4.50e-02    3.22e-01    1.9e-05
  78000      1.41e-01    9.82e-01      3.72e-04    2.62e-02      4.55e-02    3.10e-01    1.7e-05
  80000      1.40e-01    7.74e-01      1.60e-03    3.30e-02      4.77e-02    2.49e-01    1.5e-05
  82000      2.02e-01    7.84e-01      1.21e-02    3.01e-02      6.41e-02    2.69e-01    1.3e-05
  84000      1.33e-01    5.55e-02      6.19e-03    5.05e-03      4.69e-02    1.45e-02    1.2e-05
  86000      1.48e-01    2.18e-01      1.70e-03    1.18e-03      5.91e-02    8.69e-02    1.1e-05
  88000      1.11e-01    8.24e-01      2.82e-03    2.38e-02      4.58e-02    3.37e-01    9.3e-06
  90000      8.87e-02    8.39e-01      8.89e-04    3.74e-02      3.91e-02    3.47e-01    8.2e-06
  92000      1.44e-01    6.45e-01      1.13e-02    2.07e-02      5.20e-02    2.89e-01    7.3e-06
  94000      1.17e-01    3.50e-01      3.19e-04    3.54e-03      5.68e-02    1.70e-01    6.4e-06
  96000      8.47e-02    1.89e-01      2.06e-03    3.32e-03      4.23e-02    9.55e-02    5.7e-06
  98000      8.04e-02    3.38e-01      1.12e-03    2.87e-04      4.26e-02    1.80e-01    5.1e-06
 100000      8.64e-02    5.82e-01      1.53e-03    7.47e-03      4.76e-02    3.22e-01    4.5e-06
 102000      8.70e-02    5.32e-01      3.24e-04    5.23e-03      5.04e-02    3.07e-01    4.0e-06
 104000      7.91e-02    5.42e-01      2.54e-05    9.09e-03      4.77e-02    3.24e-01    3.5e-06
 106000      7.23e-02    5.09e-01      1.81e-04    4.69e-03      4.53e-02    3.18e-01    3.1e-06
 108000      1.04e-01    5.04e-01      1.90e-03    3.16e-02      6.68e-02    2.84e-01    2.7e-06
 110000      8.71e-02    4.30e-01      2.89e-03    1.90e-02      5.64e-02    2.70e-01    2.4e-06
 112000      8.79e-02    4.94e-01      5.82e-03    2.04e-02      5.17e-02    3.24e-01    2.2e-06
 114000      8.42e-02    4.90e-01      3.82e-03    2.33e-02      5.62e-02    3.24e-01    1.9e-06
 116000      6.41e-02    4.19e-01      1.78e-03    6.94e-03      4.61e-02    3.06e-01    1.7e-06
 118000      7.71e-02    3.49e-01      1.97e-03    4.19e-03      5.71e-02    2.63e-01    1.5e-06
 120000      7.64e-02    5.53e-01      4.23e-03    2.83e-02      5.31e-02    3.92e-01    1.3e-06
 122000      6.07e-02    3.85e-01      1.74e-03    2.10e-02      4.70e-02    2.76e-01    1.2e-06
 124000      5.83e-02    2.09e-01      1.24e-03    9.87e-03      4.67e-02    1.57e-01    1.0e-06
 126000      6.52e-02    4.71e-01      8.88e-04    3.54e-02      5.37e-02    3.12e-01    9.1e-07
 128000      8.50e-02    6.88e-01      4.39e-03    6.51e-02      6.53e-02    3.79e-01    8.1e-07
 130000      6.68e-02    9.78e-02      1.62e-03    1.37e-03      5.62e-02    8.34e-02    7.2e-07
 132000      6.41e-02    3.69e-01      2.65e-03    1.81e-02      5.27e-02    2.95e-01    6.3e-07
 134000      6.27e-02    3.34e-01      5.87e-05    6.76e-03      5.54e-02    2.91e-01    5.6e-07
 136000      6.84e-02    3.30e-01      1.46e-03    1.48e-03      6.04e-02    2.95e-01    5.0e-07
 138000      5.91e-02    3.63e-01      1.40e-03    2.10e-02      5.26e-02    2.91e-01    4.4e-07
 140000      4.80e-02    3.77e-01      2.15e-04    1.43e-02      4.39e-02    3.29e-01    3.9e-07
 142000      5.56e-02    9.89e-02      2.15e-03    1.66e-03      4.88e-02    9.05e-02    3.4e-07
 144000      5.47e-02    3.38e-01      1.74e-03    6.71e-03      4.93e-02    3.11e-01    3.0e-07
 146000      4.97e-02    3.66e-02      1.58e-04    1.93e-03      4.66e-02    3.12e-02    2.7e-07
 148000      4.72e-02    2.84e-01      9.23e-04    1.22e-03      4.41e-02    2.68e-01    2.4e-07
 150000      5.78e-02    3.28e-01      3.03e-03    8.98e-03      4.99e-02    3.05e-01    2.1e-07
 152000      6.12e-02    2.77e-01      1.74e-03    9.46e-03      5.70e-02    2.55e-01    1.9e-07
 154000      5.19e-02    9.49e-02      5.73e-04    1.25e-03      4.96e-02    9.07e-02    1.7e-07
 156000      5.96e-02    2.99e-01      1.04e-03    3.39e-03      5.70e-02    2.87e-01    1.5e-07
 158000      6.02e-02    3.88e-01      2.61e-03    2.61e-02      5.47e-02    3.17e-01    1.3e-07
 160000      4.37e-02    3.05e-01      3.69e-04    1.75e-02      4.24e-02    2.63e-01    1.1e-07
 162000      4.59e-02    3.61e-01      1.33e-03    1.47e-02      4.36e-02    3.33e-01    1.0e-07
 164000      5.49e-02    3.31e-01      1.22e-03    1.87e-02      5.28e-02    2.89e-01    9.0e-08
 166000      4.87e-02    4.30e-01      2.09e-03    3.28e-02      4.48e-02    3.35e-01    8.0e-08
 168000      6.17e-02    3.03e-01      2.17e-03    7.24e-03      5.82e-02    2.92e-01    7.0e-08
 170000      4.82e-02    3.09e-01      1.42e-03    5.03e-03      4.61e-02    3.02e-01    6.2e-08
 172000      4.69e-02    3.07e-01      9.72e-04    1.68e-05      4.57e-02    3.02e-01    5.5e-08
 174000      5.34e-02    1.65e-01      2.30e-03    3.91e-03      4.96e-02    1.60e-01    4.9e-08
 176000      4.99e-02    1.75e-01      1.77e-03    4.65e-03      4.73e-02    1.69e-01    4.3e-08
 178000      4.91e-02    3.40e-01      1.81e-03    1.84e-02      4.64e-02    3.04e-01    3.8e-08
 180000      4.84e-02    3.03e-01      1.25e-05    7.82e-03      4.80e-02    2.94e-01    3.4e-08
 182000      4.56e-02    2.54e-01      9.64e-04    2.72e-03      4.46e-02    2.51e-01    3.0e-08
 184000      4.48e-02    4.00e-01      1.33e-03    3.35e-02      4.33e-02    2.95e-01    2.7e-08
 186000      5.00e-02    2.94e-01      1.35e-04    2.74e-03      4.97e-02    2.91e-01    2.4e-08
 188000      4.78e-02    3.90e-01      1.51e-03    3.07e-02      4.60e-02    3.02e-01    2.1e-08
 190000      5.42e-02    3.03e-01      4.53e-04    7.17e-03      5.38e-02    2.96e-01    1.8e-08
 192000      5.11e-02    9.49e-02      1.36e-03    1.31e-03      4.97e-02    9.39e-02    1.6e-08
 194000      5.16e-02    3.05e-01      3.34e-04    7.47e-03      5.14e-02    2.98e-01    1.4e-08
 196000      4.89e-02    3.20e-01      1.04e-03    2.39e-03      4.81e-02    3.18e-01    1.3e-08
 198000      4.48e-02    3.48e-01      8.86e-04    1.97e-02      4.41e-02    3.09e-01    1.1e-08
 200000      4.98e-02    2.85e-02      4.72e-05    2.04e-03      4.96e-02    2.33e-02    1.0e-08
