#! FIELDS es.morethan file.free der_es.morethan
#! SET min_es.morethan -3.222
#! SET max_es.morethan 219.392
#! SET nbins_es.morethan  631
#! SET periodic_es.morethan false
   -3.222000000   -0.000000000   -0.000000000
   -2.868644444   -0.000000000   -0.000000000
   -2.515288889   -0.000000000   -0.000000000
   -2.161933333   -0.000000000   -0.000000000
   -1.808577778   -0.000000000   -0.000000000
   -1.455222222   -0.000000000   -0.000000000
   -1.101866667   -0.000000000   -0.000000000
   -0.748511111   -0.000000000   -0.000000000
   -0.395155556   -0.000000000   -0.000000000
   -0.041800000   -0.000000000   -0.000000000
    0.311555556   -0.000000000   -0.000000000
    0.664911111   -0.000000000   -0.000000000
    1.018266667   -0.000000000   -0.000000000
    1.371622222   -0.000000000   -0.000000000
    1.724977778   -0.000000000   -0.000000000
    2.078333333   -0.000000000   -0.000000000
    2.431688889   -0.000000000   -0.000000000
    2.785044444   -0.000000000   -0.000000000
    3.138400000   -0.000000000   -0.000000000
    3.491755556   -0.000000000   -0.000000000
    3.845111111   -0.000000000   -0.000000000
    4.198466667   -0.000000000   -0.000000000
    4.551822222   -0.000000000   -0.000000000
    4.905177778   -0.000000000   -0.000000000
    5.258533333   -0.000000000   -0.000000000
    5.611888889   -0.000000000   -0.000000000
    5.965244444   -0.000000000   -0.000000000
    6.318600000   -0.000000000   -0.000000000
    6.671955556   -0.000000000   -0.000000000
    7.025311111   -0.000000000   -0.000000000
    7.378666667   -0.000000000   -0.000000000
    7.732022222   -0.000000000   -0.000000000
    8.085377778   -0.000000000   -0.000000000
    8.438733333   -0.000000000   -0.000000000
    8.792088889   -0.000000000   -0.000000000
    9.145444444   -0.000000000   -0.000000000
    9.498800000   -0.000000000   -0.000000000
    9.852155556   -0.000000000   -0.000000000
   10.205511111   -0.000000000   -0.000000000
   10.558866667   -0.000000000   -0.000000000
   10.912222222   -0.000000000   -0.000000000
   11.265577778   -0.000000000   -0.000000000
   11.618933333   -0.000000000   -0.000000000
   11.972288889   -0.000000000   -0.000000000
   12.325644444   -0.000000000   -0.000000000
   12.679000000   -0.000000000   -0.000000000
   13.032355556   -0.000000000   -0.000000000
   13.385711111   -0.000000000   -0.000000000
   13.739066667   -0.000000000   -0.000000000
   14.092422222   -0.000000000   -0.000000000
   14.445777778   -0.000000000   -0.000000000
   14.799133333   -0.000000000   -0.000000000
   15.152488889   -0.000000000   -0.000000000
   15.505844444   -0.000000000   -0.000000000
   15.859200000   -0.000000000   -0.000000000
   16.212555556   -0.000000000   -0.000000000
   16.565911111   -0.000000000   -0.000000000
   16.919266667   -0.000000000   -0.000000000
   17.272622222   -0.000000000   -0.000000000
   17.625977778   -0.000000000   -0.000000000
   17.979333333   -0.000000000   -0.000000000
   18.332688889   -0.000000000   -0.000000000
   18.686044444   -0.000000000   -0.000000000
   19.039400000   -0.000000000   -0.000000000
   19.392755556   -0.000000000   -0.000000000
   19.746111111   -0.000000000   -0.000000000
   20.099466667   -0.000000000   -0.000000000
   20.452822222   -0.000000000   -0.000000000
   20.806177778   -0.000000000   -0.000000000
   21.159533333   -0.000000000   -0.000000000
   21.512888889   -0.000000000   -0.000000000
   21.866244444   -0.000000000   -0.000000000
   22.219600000   -0.000000000   -0.000000000
   22.572955556   -0.000000000   -0.000000000
   22.926311111   -0.000000000   -0.000000000
   23.279666667   -0.000000000   -0.000000000
   23.633022222   -0.000000000   -0.000000000
   23.986377778   -0.000000000   -0.000000000
   24.339733333   -0.000000000   -0.000000000
   24.693088889   -0.000000000   -0.000000000
   25.046444444   -0.000000000   -0.000000000
