#! FIELDS es.morethan file.free der_es.morethan
#! SET min_es.morethan -3.222
#! SET max_es.morethan 219.392
#! SET nbins_es.morethan  631
#! SET periodic_es.morethan false
   -3.222000000   -0.000000000   -0.000000000
   -2.868644444   -0.928356646   -6.741646525
   -2.515288889   -6.187736816  -25.054154287
   -2.161933333  -21.825893381  -68.447167602
   -1.808577778  -59.400307611 -153.066905672
   -1.455222222 -137.184073881 -298.323117877
   -1.101866667 -277.850130245 -506.923638335
   -0.748511111 -500.093023499 -751.842675138
   -0.395155556 -805.461030857 -964.500638785
   -0.041800000 -1168.711180316 -1066.211354636
    0.311555556 -1539.487213238 -1004.957929260
    0.664911111 -1862.243988061 -804.623203158
    1.018266667 -2102.151792116 -552.942902935
    1.371622222 -2258.985030453 -349.916040391
    1.724977778 -2361.901559454 -250.524175747
    2.078333333 -2445.900880539 -235.255270317
    2.431688889 -2531.205474189 -246.689400316
    2.785044444 -2618.047989947 -239.162173364
    3.138400000 -2696.725964732 -203.191777703
    3.491755556 -2761.291045358 -163.962536152
    3.845111111 -2814.359188530 -140.287010926
    4.198466667 -2862.958147885 -136.903738967
    4.551822222 -2911.470083031 -136.570309531
    4.905177778 -2958.824447873 -128.992635597
    5.258533333 -3001.412848390 -111.309564500
    5.611888889 -3037.194955351  -92.056410395
    5.965244444 -3067.047487450  -77.831323651
    6.318600000 -3093.851266441  -75.028537427
    6.671955556 -3120.761654823  -77.887479369
    7.025311111 -3148.546165138  -77.957737369
    7.378666667 -3175.051256597  -71.465580715
    7.732022222 -3198.838640580  -62.091649387
    8.085377778 -3218.693257622  -49.933566898
    8.438733333 -3234.699611565  -41.967705583
    8.792088889 -3248.811984905  -39.207369704
    9.145444444 -3262.978303221  -41.868421323
    9.498800000 -3278.390253516  -44.335828887
    9.852155556 -3294.474382233  -45.250974458
   10.205511111 -3310.603531495  -45.834161194
   10.558866667 -3327.019780521  -46.671294493
   10.912222222 -3343.075860520  -44.746506867
   11.265577778 -3357.872890399  -38.958800553
   11.618933333 -3370.265486032  -31.858337164
   11.972288889 -3380.931080194  -28.808198958
   12.325644444 -3391.024066243  -29.188491900
   12.679000000 -3401.300537172  -30.123657053
   13.032355556 -3411.727492847  -27.940962933
   13.385711111 -3421.274171182  -24.956609086
   13.739066667 -3429.587523625  -22.828915008
   14.092422222 -3437.475236827  -23.489979667
   14.445777778 -3446.561036925  -28.985005344
   14.799133333 -3457.757045807  -33.284672196
   15.152488889 -3469.052615557  -29.573823033
   15.505844444 -3477.855777230  -19.240005598
   15.859200000 -3482.726171179   -9.004810485
   16.212555556 -3484.754941598   -3.596854070
   16.565911111 -3486.145175809   -4.729443908
   16.919266667 -3488.225799779   -6.941988350
   17.272622222 -3491.091672088   -7.657955161
   17.625977778 -3493.080178362   -3.113316646
   17.979333333 -3493.642145906   -0.492718309
   18.332688889 -3493.778771215   -1.204530641
   18.686044444 -3494.753899167   -4.655783600
   19.039400000 -3496.612054741   -3.861353548
   19.392755556 -3497.161862644    0.588311710
   19.746111111 -3496.131813653    3.105137497
   20.099466667 -3495.083227173    1.583573882
   20.452822222 -3495.217659323   -1.396518331
   20.806177778 -3496.471178699   -5.308813475
   21.159533333 -3498.222901270   -4.487465875
   21.512888889 -3499.647382877   -4.094493995
   21.866244444 -3501.649746696   -7.083479118
   22.219600000 -3504.227273887   -7.418498813
   22.572955556 -3506.742597963   -5.468682811
   22.926311111 -3507.645567025    1.049924468
   23.279666667 -3505.742386595    8.780312693
   23.633022222 -3501.682586802   13.500453218
   23.986377778 -3496.769357464   12.951997755
   24.339733333 -3492.466446049   12.193012856
   24.693088889 -3488.122724088   13.487629480
   25.046444444 -3483.234652281   14.206394170
   25.399800000 -3478.697355373   10.652258015
   25.753155556 -3476.524908370    1.075584672
   26.106511111 -3477.223753398   -4.250386736
   26.459866667 -3478.647971941   -2.591773522
   26.813222222 -3478.259506075    5.649329792
   27.166577778 -3474.533843041   14.872819048
   27.519933333 -3467.917298531   21.604506520
   27.873288889 -3460.425526631   20.432877985
   28.226644444 -3453.950113563   15.704939175
   28.580000000 -3449.692321867    9.045153971
   28.933355556 -3447.156455852    6.311212532
   29.286711111 -3444.094254220   11.198368864
   29.640066667 -3438.807900502   18.985850069
   29.993422222 -3430.542152342   26.744804007
   30.346777778 -3420.809293300   25.946123405
   30.700133333 -3412.424078293   20.287228722
   31.053488889 -3407.172309775    9.902051277
   31.406844444 -3404.488083824    5.765628321
   31.760200000 -3402.355586291    7.850192777
   32.113555556 -3398.611365951   14.693343147
   32.466911111 -3392.341793235   20.462887914
   32.820266667 -3384.626719933   22.985380571
   33.173622222 -3376.078185511   24.012115770
   33.526977778 -3367.807461267   22.966981517
   33.880333333 -3359.945280089   21.085170155
   34.233688889 -3352.767785776   19.478463373
   34.587044444 -3346.270154950   15.700414705
   34.940400000 -3341.316362007   12.402992636
   35.293755556 -3337.151743914   12.471082606
   35.647111111 -3331.814305357   19.519618680
   36.000466667 -3322.895175635   31.847957890
   36.353822222 -3308.991984725   44.887629118
   36.707177778 -3292.075062995   48.301671759
   37.060533333 -3276.452085791   38.957533158
   37.413888889 -3265.848962938   20.374858274
   37.767244444 -3260.696719071    9.709815340
   38.120600000 -3257.625678549   10.421269610
   38.473955556 -3252.135214730   20.570472278
   38.827311111 -3242.615566825   32.595213234
   39.180666667 -3230.269453439   35.924789647
   39.534022222 -3218.219820709   32.242900725
   39.887377778 -3207.516849944   28.877562106
   40.240733333 -3197.264708720   29.069003751
   40.594088889 -3186.601652437   32.064493794
